wordnet,wikipedia,source
karate.n.01,karate,BABELNET
kat.n.01,khat,BABELNET
kava.n.01,Kava,BING
kayak.n.01,kayak,BABELNET
kea.n.01,kea,BABELNET
keel.n.01,Keel,FERNANDO
keep.n.02,keep,BABELNET
keepsake.n.01,souvenir,BABELNET
kelp.n.01,kelp,BABELNET
kennel.n.01,kennel,BABELNET
kernel.n.03,essence,BABELNET
kerosene.n.01,kerosene,BABELNET
ketamine.n.01,ketamine,BABELNET
ketohexose.n.01,ketohexose,BABELNET
kettle.n.04,timpani,BABELNET
key.n.01,key_(lock),BABELNET
key.n.08,cay,BABELNET
keyboard.n.01,Keyboard_instrument,BING
keyboard_instrument.n.01,keyboard_instrument,BABELNET
kicker.n.01,Placekicker,BING
kidnapping.n.01,kidnapping,BABELNET
kidney.n.01,kidney,BABELNET
kidney_stone.n.01,Kidney_stone_disease,BABELNET
killer.n.01,Slayer,FERNANDO
killer_whale.n.01,killer_whale,BABELNET
killing.n.02,Killing,BING
kiln.n.01,kiln,BABELNET
kilobyte.n.02,kilobyte,BABELNET
kilogram.n.01,kilogram,BABELNET
kilometer.n.01,kilometre,BABELNET
kilt.n.01,kilt,BABELNET
kimono.n.01,kimono,BABELNET
kin.n.02,tribe,BABELNET
kind.n.01,Kind_(company),BING
kindergarten.n.01,kindergarten,BABELNET
kinetic_energy.n.01,kinetic_energy,BABELNET
king_crab.n.03,king_crab,BABELNET
king_penguin.n.01,king_penguin,BABELNET
kingdom.n.01,Kingdom_(biology),BING
kingfisher.n.01,kingfisher,BABELNET
kingpin.n.01,Kingpin_(automotive_part),BING
kinship.n.02,relationship_(archaeology),BABELNET
kiss.n.01,kiss,BABELNET
kit.n.02,kit_(association_football),BABELNET
kitchen.n.01,kitchen,BABELNET
kitchen_garden.n.01,kitchen_garden,BABELNET
kitchen_table.n.01,Kitchen_Table:_Women_of_Color_Press,BING
kitchen_utensil.n.01,kitchen_utensil,BABELNET
kitchenette.n.01,Kitchenette,FERNANDO
kite.n.01,Kite,FERNANDO
kitten.n.01,kitten,BABELNET
kittiwake.n.01,kittiwake,BABELNET
kitty.n.04,Pussy,FERNANDO
kiwi.n.04,kiwi,BABELNET
klammath_weed.n.01,Hypericum_perforatum,BABELNET
knee.n.01,knee,BABELNET
knee_pad.n.01,knee_pad,BABELNET
knife_edge.n.01,Knife_Edge,FERNANDO
knight.n.02,knight_(chess),BABELNET
knit.n.03,Knitting_needle,BING
knitting_needle.n.01,knitting_needle,BABELNET
knock.n.03,Engine_knocking,BING
knocker.n.05,Door_knocker,BABELNET
knoll.n.01,Hummock,FERNANDO
know.n.01,There_are_known_knowns,BING
knowing.n.01,Know-how,BING
knuckle.n.01,metacarpophalangeal_joint,BABELNET
koala.n.01,koala,BABELNET
kohlrabi.n.01,kohlrabi,BABELNET
komodo_dragon.n.01,Komodo_dragon,BABELNET
kookaburra.n.01,Laughing_kookaburra,BABELNET
krebs_cycle.n.01,citric_acid_cycle,BABELNET
krill.n.01,krill,BABELNET
kris.n.01,kris,BABELNET
krypton.n.01,krypton,BABELNET
kudu.n.01,kudu,BABELNET
kumquat.n.01,kumquat,BABELNET
kuru.n.01,kuru_(disease),BABELNET
kurus.n.01,Piastre,FERNANDO
laager.n.01,Wagon_fort,BABELNET
lab.n.01,research_institute,BABELNET
lab_coat.n.01,white_coat,BABELNET
label.n.02,record_label,BABELNET
labia_minora.n.01,labia_minora,BABELNET
labium.n.01,labia,BABELNET
labor_party.n.01,U.S._Labor_Party,BING
labrador_retriever.n.01,Labrador_Retriever,FERNANDO
lace.n.01,Lace,FERNANDO
laceration.n.01,Wound,BING
lack.n.01,Lack_(manque),BING
lacrimal_gland.n.01,lacrimal_gland,BABELNET
lacrimation.n.01,Lacrimation,BING
lacrosse.n.01,lacrosse,BABELNET
lacrosse_player.n.01,Lacrosse,BING
lactic_acid.n.01,Lactic_acid,FERNANDO
lactobacillus.n.01,lactobacillus,BABELNET
lactose.n.01,lactose,BABELNET
lactose_intolerance.n.01,lactose_intolerance,BABELNET
ladle.n.01,ladle_(spoon),BABELNET
ladybug.n.01,Coccinellidae,BABELNET
ladyfinger.n.01,ladyfinger_(biscuit),BABELNET
lake.n.01,lake,BABELNET
lake_trout.n.02,lake_trout,BABELNET
lama.n.01,lama,BABELNET
lamb.n.04,Lamb_and_mutton,BING
laminate.n.01,Laminate,FERNANDO
lamp.n.01,light_fixture,BABELNET
lamp_chimney.n.01,Pilot_lights,BING
lamppost.n.01,street_light,BABELNET
lamprey.n.01,lamprey,BABELNET
lampshade.n.01,lampshade,BABELNET
land.n.04,land,BABELNET
landau.n.02,landau_(carriage),BABELNET
landfill.n.01,landfill,BABELNET
landing.n.02,Runway,BING
landlady.n.01,Landlady,FERNANDO
landlord.n.01,landlord,BABELNET
landmark.n.02,Landmark_Worldwide,BING
landmass.n.01,Landmass,FERNANDO
landscape.n.03,landscape_painting,BABELNET
landscaping.n.01,landscaping,BABELNET
lane.n.01,Lane,FERNANDO
language_area.n.01,Sprachbund,BABELNET
languor.n.03,Gray_langur,BING
lantern.n.01,lantern,BABELNET
lanyard.n.01,Lanyard,FERNANDO
lap.n.05,Lap,BING
laptop.n.01,laptop,BABELNET
larceny.n.01,theft,BABELNET
large.n.01,Large,FERNANDO
large_intestine.n.01,large_intestine,BABELNET
larynx.n.01,larynx,BABELNET
lasagna.n.01,lasagne,BABELNET
lascar.n.01,lascar,BABELNET
laser.n.01,laser,BABELNET
laser_printer.n.01,Laser_printing,BABELNET
lash.n.02,Eyelash,BING
lass.n.01,Helper_class,BING
lassa_fever.n.01,Lassa_fever,BABELNET
latch.n.01,Latch_(electronics),BING
latex_paint.n.01,acrylic_paint,BABELNET
lath.n.01,lath,BABELNET
lathe.n.01,lathe,BABELNET
latitude.n.03,latitude,BABELNET
latrine.n.01,latrine,BABELNET
latter.n.01,The_Church_of_Jesus_Christ_of_Latter-day_Saints,BING
laugh.n.01,laughter,BABELNET
launcher.n.01,rocket_launcher,BABELNET
launching.n.03,Launch_window,BING
launching_pad.n.01,launch_pad,BABELNET
launderette.n.01,self-service_laundry,BABELNET
laundering.n.01,Money_laundering,BING
laundry.n.01,Laundry,FERNANDO
laundry_detergent.n.01,laundry_detergent,BABELNET
laurel.n.03,laurel_wreath,BABELNET
lava.n.01,lava,BABELNET
lavage.n.01,Lovage,BING
lavender.n.01,Lavandula,BABELNET
lavishness.n.01,Frugal,BING
law_firm.n.01,law_firm,BABELNET
lawn.n.01,lawn,BABELNET
lawn_chair.n.01,Garden_furniture,BABELNET
lawn_furniture.n.01,Garden_furniture,BING
lawn_mower.n.01,mower,BABELNET
lawrencium.n.01,lawrencium,BABELNET
lawsuit.n.01,legal_case,BABELNET
lawyer.n.01,lawyer,BABELNET
laxative.n.01,Laxative,FERNANDO
laying_waste.n.01,wrecking_(shipwreck),BABELNET
leach.n.01,leaching_(chemistry),BABELNET
lead.n.03,Lead_shot,BING
lead_pencil.n.01,Pencil,BING
lead_poisoning.n.01,lead_poisoning,BABELNET
leadership.n.01,leadership,BABELNET
leaf.n.01,leaf,BABELNET
league.n.01,sports_league,BABELNET
leak.n.03,Leak,FERNANDO
leap.n.01,LEAPS_(finance),BING
leap_day.n.01,February_29,BABELNET
leap_year.n.01,leap_year,BABELNET
leapfrog.n.01,Leapfrog,FERNANDO
lease.n.01,Lease,FERNANDO
least.n.01,Least_squares,BING
leather.n.01,leather,BABELNET
lecherousness.n.01,lust,BABELNET
lectern.n.01,lectern,BABELNET
lector.n.02,lecturer,BABELNET
lecture.n.02,Lecture,FERNANDO
ledge.n.01,Rattlesnake_Ridge,BING
ledger.n.01,ledger,BABELNET
leech.n.02,Leech,BING
left_field.n.01,Leftfield,FERNANDO
leftover.n.01,Leftovers,BING
leg_bone.n.01,leg_bone,BABELNET
legal_document.n.01,legal_instrument,BABELNET
legal_holiday.n.01,public_holiday,BABELNET
legend.n.01,legend,BABELNET
legislation.n.02,Legislation,BING
legislator.n.01,Legislator,FERNANDO
legislature.n.01,legislature,BABELNET
legume.n.01,legume,BABELNET
lemming.n.01,lemming,BABELNET
lemon_balm.n.01,Lemon_balm,BABELNET
lemon_curd.n.01,fruit_curd,BABELNET
lemon_juice.n.01,Lemon_juice,FERNANDO
lemon_peel.n.01,Lemon_peel,BING
lemonade.n.01,lemonade,BABELNET
lemur.n.01,lemur,BABELNET
lender.n.01,Loan_officer,BING
lens.n.01,lens_(optics),BABELNET
lentil.n.03,lentil,BABELNET
leopard.n.02,leopard,BABELNET
leopard_cat.n.01,leopard_cat,BABELNET
leprechaun.n.01,leprechaun,BABELNET
leprosy.n.01,leprosy,BABELNET
lepton.n.01,Greek_lepton,BABELNET
lesbian.n.01,lesbian,BABELNET
lesbianism.n.01,History_of_lesbianism,BING
lesser_panda.n.01,red_panda,BABELNET
lesser_rorqual.n.01,minke_whale,BABELNET
let.n.02,Linear_energy_transfer,BING
letter.n.02,letter_(alphabet),BABELNET
letter_bomb.n.01,letter_bomb,BABELNET
letter_opener.n.01,paper_knife,BABELNET
leucine.n.01,leucine,BABELNET
levee.n.01,Levee,FERNANDO
level.n.07,Stratum,FERNANDO
lever.n.03,Lever_tumbler_lock,BING
leverage.n.01,Leverage_(statistics),BING
leviathan.n.01,Leviathan,FERNANDO
levitation.n.01,Levitation,FERNANDO
lexicographer.n.01,Susie_Dent,BING
liaison.n.02,Liaison,BING
liar.n.01,Liar,BING
libel.n.01,Defamation,BING
liberal.n.01,Liberalism,BING
liberalism.n.01,liberalism,BABELNET
libertarian.n.01,Libertarianism,BING
librarian.n.01,librarian,BABELNET
library.n.04,library_(computing),BABELNET
libretto.n.01,libretto,BABELNET
license.n.01,license,BABELNET
license_plate.n.01,vehicle_registration_plate,BABELNET
lichen.n.01,Lichen,FERNANDO
licorice.n.01,liquorice,BABELNET
lie.n.01,lie,BABELNET
lie_detector.n.01,Polygraph,BING
lieutenant.n.02,Lieutenant,FERNANDO
life.n.05,Life,FERNANDO
life_form.n.01,Hypothetical_types_of_biochemistry,BING
life_jacket.n.01,personal_flotation_device,BABELNET
life_preserver.n.01,personal_flotation_device,BABELNET
lifeblood.n.01,Lifeblood,FERNANDO
lifeboat.n.01,lifeboat_(rescue),BABELNET
lifeguard.n.01,lifeguard,BABELNET
lift.n.12,Lift_(force),BING
ligament.n.01,ligament,BABELNET
ligand.n.01,ligand,BABELNET
liger.n.01,liger,BABELNET
light-emitting_diode.n.01,light-emitting_diode,BABELNET
light.n.02,Light_fixture,BING
light_bulb.n.01,incandescent_light_bulb,BABELNET
light_year.n.01,light-year,BABELNET
lighter.n.02,pyrotechnic_initiator,BABELNET
lightning.n.01,lightning,BABELNET
lignin.n.01,lignin,BABELNET
lignite.n.01,lignite,BABELNET
like.n.01,Like,FERNANDO
liking.n.01,like,BABELNET
lilac.n.01,Syringa_vulgaris,BING
limb.n.02,Arthropod_leg,BING
limbic_system.n.01,limbic_system,BABELNET
lime_juice.n.01,Lime_juice,FERNANDO
limelight.n.01,Limelight,FERNANDO
limerick.n.02,limerick_(poetry),BABELNET
limit.n.01,Limit_(mathematics),BING
limiter.n.01,clipper_(electronics),BABELNET
limousine.n.01,limousine,BABELNET
linden.n.02,Linden,FERNANDO
line.n.29,Line_of_Actual_Control,BING
line_management.n.01,line_management,BABELNET
lineage.n.01,heredity,BABELNET
linebacker.n.01,Linebacker,FERNANDO
linen.n.02,Linen,BING
liner.n.04,ocean_liner,BABELNET
lingcod.n.02,lingcod,BABELNET
lingerie.n.01,lingerie,BABELNET
lingual_artery.n.01,lingual_artery,BABELNET
linguine.n.01,linguine,BABELNET
linguist.n.01,Linguistics,BING
linguistics.n.02,philology,BABELNET
liniment.n.01,liniment,BABELNET
lining.n.01,Dura_mater,BING
link.n.02,LinkUp,FERNANDO
linkage.n.02,genetic_linkage,BABELNET
linoleic_acid.n.01,linoleic_acid,BABELNET
linoleum.n.01,linoleum,BABELNET
linseed.n.01,Linseed_oil,BING
lint.n.01,Lint_(material),BING
lion.n.01,lion,BABELNET
lionfish.n.01,Pterois,BABELNET
lipid.n.01,lipid,BABELNET
liposome.n.01,Liposome,FERNANDO
lipstick.n.01,lipstick,BABELNET
liquefied_petroleum_gas.n.01,liquefied_petroleum_gas,BABELNET
liquid.n.02,liquid,BABELNET
liquid_body_substance.n.01,body_fluid,BABELNET
liquid_crystal_display.n.01,liquid-crystal_display,BABELNET
liquid_nitrogen.n.01,liquid_nitrogen,BABELNET
liquid_oxygen.n.01,liquid_oxygen,BABELNET
liquor.n.01,John_Barleycorn,BABELNET
lisp.n.01,Lisp_(programming_language),BABELNET
listening.n.01,listening,BABELNET
listeria.n.01,listeria,BABELNET
listeria_monocytogenes.n.01,Listeria_monocytogenes,BABELNET
listing.n.02,Lists_of_video_games,BING
liter.n.01,litre,BABELNET
literature.n.02,Literature,BING
lithium.n.01,lithium,BABELNET
lithograph.n.02,Lithography,BING
lithosphere.n.01,lithosphere,BABELNET
litigation.n.01,legal_case,BABELNET
litotes.n.01,meiosis_(figure_of_speech),BABELNET
little.n.01,Little,FERNANDO
little_brother.n.01,Little_Brother,FERNANDO
liver.n.01,liver,BABELNET
liver_cancer.n.01,liver_cancer,BABELNET
livestock.n.01,livestock,BABELNET
living_room.n.01,parlour,BABELNET
living_thing.n.01,Living_Thing,FERNANDO
lizard.n.01,lizard,BABELNET
llama.n.01,llama,BABELNET
loaf_of_bread.n.01,loaf,BABELNET
loanword.n.01,loanword,BABELNET
lobbyist.n.01,Lobbying,BABELNET
lobe.n.01,lobe_(anatomy),BABELNET
lobster.n.01,Lobster,FERNANDO
lobster.n.02,lobster,BABELNET
local_anesthetic.n.01,topical_anesthetic,BABELNET
loch.n.01,loch,BABELNET
lock.n.02,ringlet_(haircut),BABELNET
lockage.n.01,Lockinge_Stakes,BING
lockdown.n.01,lockdown,BABELNET
locker_room.n.01,changing_room,BABELNET
locksmith.n.01,Lock_picking,BING
locomotion.n.01,Motive_power,FERNANDO
locomotive.n.01,locomotive,BABELNET
locust_tree.n.01,Honey_locust,BING
loft.n.02,loft,BABELNET
logarithm.n.01,logarithm,BABELNET
logic.n.05,Logic,BING
logic_bomb.n.01,logic_bomb,BABELNET
logo.n.01,logo,BABELNET
loin.n.02,loin,BABELNET
long-eared_owl.n.01,Long-eared_Owl,FERNANDO
long_distance.n.01,long-distance_calling,BABELNET
longevity.n.01,Air_Force_Longevity_Service_Award,BING
longitude.n.01,longitude,BABELNET
longleaf_pine.n.01,southern_yellow_pine,BABELNET
loofa.n.01,Luffa,BING
looking_glass.n.01,Looking_glass_self,BING
lookout.n.01,lookout,BABELNET
loom.n.01,loom,BABELNET
loophole.n.01,loophole,BABELNET
loot.n.01,Loot_Crate,BING
looting.n.01,looting,BABELNET
loquat.n.01,loquat,BABELNET
lorry.n.02,Truck,BING
loss.n.06,Loss_function,BING
lotion.n.02,Lotion,FERNANDO
lottery.n.02,lottery,BABELNET
lotus.n.03,Nymphaea_lotus,BABELNET
loudspeaker.n.01,loudspeaker,BABELNET
lounge.n.02,waiting_room,BABELNET
lounge_lizard.n.01,lounge_lizard,BABELNET
louver.n.01,louver,BABELNET
lovage.n.01,lovage,BABELNET
love_affair.n.01,Affair,BING
love_seat.n.01,loveseat,BABELNET
love_song.n.01,love_song,BABELNET
loved_one.n.01,The_Loved_One,BING
lower_berth.n.01,Berth_(sleeping),BING
lower_jaw.n.01,mandible,BABELNET
lower_respiratory_infection.n.01,lower_respiratory_tract_infection,BABELNET
lubricant.n.01,lubricant,BABELNET
lubrication.n.01,lubrication,BABELNET
luff.n.01,Sail_components,BABELNET
luge.n.01,luge,BABELNET
luggage_carrier.n.01,luggage_carrier,BABELNET
lugworm.n.01,lugworm,BABELNET
lullaby.n.01,berceuse_(Chopin),BABELNET
lumbar_plexus.n.01,Lumbar_plexus,FERNANDO
lumber.n.01,lumber,BABELNET
lumberman.n.01,lumberjack,BABELNET
luminosity.n.01,luminance,BABELNET
lunar_excursion_module.n.01,Apollo_Lunar_Module,BABELNET
lunar_month.n.01,lunar_month,BABELNET
lunch.n.01,tiffin,BABELNET
lunch_meat.n.01,lunch_meat,BABELNET
lung.n.01,lung,BABELNET
lung_cancer.n.01,lung_cancer,BABELNET
lupus.n.01,Systemic_lupus_erythematosus,BING
lupus_erythematosus.n.01,lupus_erythematosus,BABELNET
lurch.n.01,Lurch_(The_Addams_Family),BING
lute.n.01,lute_(material),BABELNET
lutefisk.n.01,lutefisk,BABELNET
luteinizing_hormone.n.01,luteinizing_hormone,BABELNET
lying.n.01,Lying_(position),BING
lyme_disease.n.01,Lyme_disease,BABELNET
lymph.n.01,lymph,BABELNET
lymph_node.n.01,Lymph_node,FERNANDO
lymphatic_system.n.01,lymphatic_system,BABELNET
lymphoblast.n.01,lymphoblast,BABELNET
lymphocyte.n.01,lymphocyte,BABELNET
lymphoma.n.01,lymphoma,BABELNET
lynx.n.02,lynx,BABELNET
lyric.n.01,Lyrics,BING
lysergic_acid_diethylamide.n.01,lysergic_acid_diethylamide,BABELNET
lysine.n.01,lysine,BABELNET
lysosome.n.01,lysosome,BABELNET
ma.n.01,Doctor_of_Osteopathic_Medicine,BING
macadamia_nut.n.01,Macadamia,BING
macaroni.n.01,macaroni_(fashion),BABELNET
macaroni_and_cheese.n.01,macaroni_and_cheese,BABELNET
macaw.n.01,macaw,BABELNET
macebearer.n.01,mace-bearer,BABELNET
machete.n.01,machete,BABELNET
machine.n.01,Machine,FERNANDO
machine_gun.n.01,machine_gun,BABELNET
machine_politician.n.01,ward_heeler,BABELNET
machine_tool.n.01,machine_tool,BABELNET
machine_translation.n.01,machine_translation,BABELNET
machinery.n.01,machine_(mechanical),BABELNET
machinist.n.01,machinist,BABELNET
machupo_virus.n.01,Bolivian_hemorrhagic_fever,BABELNET
macintosh.n.02,mackintosh,BABELNET
mackerel.n.01,Mackerel_as_food,BABELNET
mackinaw.n.01,Mackinaw_cloth,BING
macromolecule.n.01,supermolecule,BABELNET
macular_degeneration.n.01,macular_degeneration,BABELNET
maestro.n.01,maestro,BABELNET
mafia.n.03,Mafia,BING
magazine.n.04,Magazine,BING
magazine_article.n.01,Magazine,BING
magenta.n.01,magenta,BABELNET
maggot.n.01,maggot,BABELNET
magic_trick.n.01,magic_(illusion),BABELNET
magician.n.01,Magician_(fantasy),BING
magma.n.01,magma,BABELNET
magnesium.n.01,Magnesium_in_biology,BABELNET
magnesium_carbonate.n.01,magnesium_carbonate,BABELNET
magnesium_hydroxide.n.01,Magnesium_hydroxide,FERNANDO
magnesium_sulfate.n.01,magnesium_sulfate,BABELNET
magnetic_field.n.01,magnetic_flux,BABELNET
magnetic_resonance_imaging.n.01,magnetic_resonance_imaging,BABELNET
magnetic_tape.n.01,magnetic_tape,BABELNET
magnetism.n.01,magnetism,BABELNET
magnetite.n.01,magnetite,BABELNET
magnolia.n.01,Magnolia,FERNANDO
magpie.n.01,magpie,BABELNET
magpie.n.02,Magpie,BING
maid.n.01,maid,BABELNET
mail.n.02,mail,BABELNET
mailer.n.02,Webmail,BING
mailing.n.02,Electronic_mailing_list,BING
mailman.n.01,mail_carrier,BABELNET
main.n.01,Body_of_water,BING
major.n.01,major_(United_States),BABELNET
majority.n.01,Majority,BING
make-believe.n.02,Make_believe,BING
makeweight.n.01,Talk:Derry/Archive_7,BING
malacca.n.02,Malacca,BING
malamute.n.01,malemute,BABELNET
malaria.n.01,malaria,BABELNET
male.n.02,male,BABELNET
male_child.n.01,boy,BABELNET
male_genitalia.n.01,Human_penis,BING
male_horse.n.01,Horse,BING
male_reproductive_system.n.01,male_reproductive_system,BABELNET
malfunction.n.01,Malfunction,BING
malice.n.01,Malice_(legal_term),BING
mallard.n.01,mallard,BABELNET
malleability.n.01,plasticity_(physics),BABELNET
mallet.n.03,mallet,BABELNET
malleus.n.01,malleus,BABELNET
malnutrition.n.01,malnutrition,BABELNET
malted.n.01,Malted_milk,FERNANDO
maltese.n.03,Maltese_cat,FERNANDO
maltese_dog.n.01,Maltese_dog,BABELNET
maltose.n.01,maltose,BABELNET
mammal.n.01,mammal,BABELNET
mammary_gland.n.01,mammary_gland,BABELNET
mammogram.n.01,Roentgenogram,BING
mammoth.n.01,mammoth,BABELNET
man_of_means.n.01,Man,BING
management.n.01,Management_system,BING
manatee.n.01,West_Indian_manatee,BABELNET
mandala.n.01,mandala,BABELNET
mandarin.n.01,mandarin_orange,BABELNET
mandate.n.01,Mandate_(politics),BING
mandolin.n.01,mandolin,BABELNET
mandrill.n.01,mandrill,BABELNET
mane.n.02,Horsehair,BING
manganese.n.01,manganese,BABELNET
mango.n.01,Mangifera_indica,BABELNET
manhattan.n.02,Manhattan_(cocktail),BABELNET
manhole.n.01,manhole,BABELNET
manhole_cover.n.01,manhole_cover,BABELNET
manicure.n.01,manicure,BABELNET
manifesto.n.01,pronunciamiento,BABELNET
manifold_paper.n.01,Manifold_Destiny,BING
manikin.n.01,Transparent_Anatomical_Manikin,BABELNET
manila.n.01,manila_paper,BABELNET
mannequin.n.01,Model_(person),BABELNET
manner.n.01,mode_(literature),BABELNET
manor.n.01,manor_house,BABELNET
mansion.n.02,mansion,BABELNET
manslaughter.n.01,manslaughter,BABELNET
manta.n.02,manta_ray,BABELNET
mantel.n.01,fireplace_mantel,BABELNET
mantis.n.01,mantis,BABELNET
mantra.n.01,Mantra,FERNANDO
manual_of_arms.n.01,manual_of_arms,BABELNET
manufacturer.n.01,Manufacturers'_representative,BING
manure.n.01,manure,BABELNET
manuscript.n.01,Manuscript,BING
maple.n.01,Maple,FERNANDO
maple_syrup.n.01,maple_syrup,BABELNET
marathon.n.01,Marathon,FERNANDO
marauder.n.01,Marauder_(vehicle),BING
marble.n.01,marble,BABELNET
marble_cake.n.01,marble_cake,BABELNET
marburg_virus.n.01,Marburg_virus,BABELNET
march.n.02,marching,BABELNET
marching_band.n.01,marching_band,BABELNET
marchioness.n.02,Marquise,FERNANDO
mare.n.01,mare,BABELNET
marfan's_syndrome.n.01,Marfan_syndrome,BABELNET
margarine.n.01,margarine,BABELNET
marijuana.n.01,Cannabis_sativa,BABELNET
marimba.n.01,xylophone,BABELNET
marina.n.01,marina,BABELNET
marine.n.02,Marine_Corps_Security_Force_Regiment,BING
mariner.n.01,seaman,BABELNET
mark.n.06,Mark_(designation),BING
marker.n.02,Marker,BING
marketplace.n.02,Marketplace,BABELNET
markhor.n.01,markhor,BABELNET
marksman.n.01,marksman,BABELNET
marlin.n.01,marlin,BABELNET
marmite.n.01,Marmite,FERNANDO
marmoset.n.01,marmoset,BABELNET
marmot.n.01,marmot,BABELNET
maroon.n.01,Maroon_(people),BING
marriage.n.01,Marriage,FERNANDO
marriage_license.n.01,marriage_license,BABELNET
marriage_proposal.n.01,marriage_proposal,BABELNET
marrow.n.01,bone_marrow,BABELNET
marsh.n.01,marsh,BABELNET
marshal.n.01,Marshal,FERNANDO
marshmallow.n.01,marshmallow,BABELNET
marsupial.n.01,marsupial,BABELNET
martial_art.n.01,Martial_arts,BABELNET
martin.n.05,Purple_Martin,BING
martyr.n.01,Martyr,FERNANDO
mashed_potato.n.01,mashed_potato,BABELNET
masking_tape.n.01,masking_tape,BABELNET
masochism.n.01,Masochism,BING
masochist.n.01,Sexual_Masochism,BING
mason.n.04,John_Stephenson_(coachbuilder),BABELNET
masquerade.n.01,masque,BABELNET
massage.n.01,massage,BABELNET
mast.n.01,mast_(sailing),BABELNET
mastectomy.n.01,mastectomy,BABELNET
master.n.07,sea_captain,BABELNET
